Date,T,,,,
2016-03-05,-17.78807439,,,,
2016-03-06,-19.55742545,,,,
2016-03-07,-15.77734034,,,,
2016-03-08,-24.49802501,,,,
2016-03-09,-23.34531681,,,,
2016-03-10,-22.00321092,,,,
2016-03-11,-20.89236751,,,,
2016-03-12,-22.04299158,,,,
2016-03-13,-20.05996616,,,,
2016-03-14,-17.81051138,,,,
2016-03-15,-6.033759524,,,,
2016-03-16,-10.530049,,,,
2016-03-17,-15.53575224,,,,
2016-03-18,-12.11902943,,,,
2016-03-19,-11.35679804,,,,
2016-03-20,-13.82539988,,,,
2016-03-21,-13.68754887,,,,
2016-03-22,-14.81560012,,,,
2016-03-23,-12.39105722,,,,
2016-03-24,-13.98603762,,,,
2016-03-25,-16.92575644,,,,
2016-03-26,-18.48477836,,,,
2016-03-27,-17.49602766,,,,
2016-03-28,-15.54266778,,,,
2016-03-29,-17.27614824,,,,
2016-03-30,-15.51677456,,,,
2016-03-31,-16.04521335,,,,
2016-04-01,-17.35947666,,,,
2016-04-02,-11.31070428,,,,
2016-04-03,-17.57503295,,,,
2016-04-04,-14.78539619,,,,
2016-04-05,-12.46122613,,,,
2016-04-06,-15.30533017,,,,
2016-04-07,-17.49135146,,,,
2016-04-08,-17.04666404,,,,
2016-04-09,-5.936281779,,,,
2016-04-10,-7.970404495,,,,
2016-04-11,-12.60342118,,,,
2016-04-12,-11.4330697,,,,
2016-04-13,-5.472528251,,,,
2016-04-14,-10.01292962,,,,
2016-04-15,-11.32905176,,,,
2016-04-16,-6.27278421,,,,
2016-04-17,-7.766507392,,,,
2016-04-18,-8.985378147,,,,
2016-04-19,-11.97188568,,,,
2016-04-20,-11.20888167,,,,
2016-04-21,-3.385474521,,,,
2016-04-22,-8.380640511,,,,
2016-04-23,-6.870106256,,,,
2016-04-24,-8.495637363,,,,
2016-04-25,-8.282323724,,,,
2016-04-26,-2.393448808,,,,
2016-04-27,-6.091717908,,,,
2016-04-28,-7.884380415,,,,
2016-04-29,-2.470932388,,,,
2016-04-30,-2.221975427,,,,
2016-05-01,-4.325425144,,,,
2016-05-02,-5.275741114,,,,
2016-05-03,-1.96812079,,,,
2016-05-04,0.55203732,,,,
2016-05-05,0.243393871,,,,
2016-05-06,0.640891665,,,,
2016-05-07,-2.285354184,,,,
2016-05-08,0.683923058,,,,
2016-05-09,-2.352166449,,,,
2016-05-10,-2.225781134,,,,
2016-05-11,-2.043504304,,,,
2016-05-12,-0.242954116,,,,
2016-05-13,-0.031812561,,,,
2016-05-14,2.269034804,,,,
2016-05-15,3.701670863,,,,
2016-05-16,1.160429416,,,,
2016-05-17,-0.505426285,,,,
2016-05-18,1.192758154,,,,
2016-05-19,1.363450523,,,,
2016-05-20,-1.559398399,,,,
2016-05-21,-1.379785265,,,,
2016-05-22,-0.839468171,,,,
2016-05-23,1.503592354,,,,
2016-05-24,0.539451833,,,,
2016-05-25,-1.664949218,,,,
2016-05-26,-1.756214198,,,,
2016-05-27,-1.994923828,,,,
2016-05-28,-2.098249929,,,,
2016-05-29,-1.377153539,,,,
2016-05-30,-2.620137975,,,,
2016-05-31,-2.894836266,,,,
2016-06-01,-1.710338055,,,,
2016-06-02,-1.239810535,,,,
2016-06-03,-0.835370982,,,,
2016-06-04,-0.723743869,,,,
2016-06-05,-1.120830716,,,,
2016-06-06,-0.112505093,,,,
2016-06-07,0.785232874,,,,
2016-06-08,1.655531384,,,,
2016-06-09,3.456386132,,,,
2016-06-10,2.694097244,,,,
2016-06-11,2.562556421,,,,
2016-06-12,2.796137221,,,,
2016-06-13,4.280302887,,,,
2016-06-14,5.108422202,,,,
2016-06-15,5.087853878,,,,
2016-06-16,7.002208234,,,,
2016-06-17,6.506722048,,,,
2016-06-18,9.330036793,,,,
2016-06-19,11.20294315,,,,
2016-06-20,5.974890557,,,,
2016-06-21,3.079395733,,,,
2016-06-22,7.049644584,,,,
2016-06-23,6.118985372,,,,
2016-06-24,6.621034964,,,,
2016-06-25,6.57967315,,,,
2016-06-26,6.039673933,,,,
2016-06-27,5.859568122,,,,
2016-06-28,4.146523642,,,,
2016-06-29,7.107118776,,,,
2016-06-30,9.377122098,,,,
2016-07-01,10.94369569,,,,
2016-07-02,12.78714857,,,,
2016-07-03,6.999189206,,,,
2016-07-04,4.46421808,,,,
2016-07-05,3.449633571,,,,
2016-07-06,5.853360902,,,,
2016-07-07,10.29495602,,,,
2016-07-08,8.053261782,,,,
2016-07-09,4.422186002,,,,
2016-07-10,8.035370651,,,,
2016-07-11,11.65768448,,,,
2016-07-12,7.092867578,,,,
2016-07-13,10.10909705,,,,
2016-07-14,6.323993383,,,,
2016-07-15,9.189855063,,,,
2016-07-16,10.3831545,,,,
2016-07-17,15.6205543,,,,
2016-07-18,17.50951151,,,,
2016-07-19,14.20627446,,,,
2016-07-20,10.17103173,,,,
2016-07-21,11.79676065,,,,
2016-07-22,11.50378901,,,,
2016-07-23,9.662585506,,,,
2016-07-24,9.806256677,,,,
2016-07-25,9.3394213,,,,
2016-07-26,9.319455112,,,,
2016-07-27,7.515094789,,,,
2016-07-28,6.540141058,,,,
2016-07-29,5.388978391,,,,
2016-07-30,6.27673928,,,,
2016-07-31,7.613285429,,,,
2016-08-01,9.255791878,,,,
2016-08-02,11.49343534,,,,
2016-08-03,11.57592343,,,,
2016-08-04,12.48873359,,,,
2016-08-05,10.14616221,,,,
2016-08-06,7.539700014,,,,
2016-08-07,6.432589221,,,,
2016-08-08,5.907531521,,,,
2016-08-09,6.274116385,,,,
2016-08-10,9.600063305,,,,
2016-08-11,8.962363386,,,,
2016-08-12,6.475402892,,,,
2016-08-13,7.581095267,,,,
2016-08-14,9.561010472,,,,
2016-08-15,9.703552508,,,,
2016-08-16,11.38110709,,,,
2016-08-17,11.17398391,,,,
2016-08-18,10.40465473,,,,
2016-08-19,11.7987187,,,,
2016-08-20,12.84154819,,,,
2016-08-21,11.5988961,,,,
2016-08-22,12.7815256,,,,
2016-08-23,9.855304774,,,,
2016-08-24,9.079255453,,,,
2016-08-25,8.120301588,,,,
2016-08-26,8.23631902,,,,
2016-08-27,8.047610842,,,,
2016-08-28,7.48182132,,,,
2016-08-29,6.75186359,,,,
2016-08-30,6.408789497,,,,
2016-08-31,5.222751234,,,,
2016-09-01,5.704241431,,,,
2016-09-02,3.526471669,,,,
2016-09-03,3.792901284,,,,
2016-09-04,5.30562755,,,,
2016-09-05,11.10298317,,,,
2016-09-06,4.464450957,,,,
2016-09-07,3.457931731,,,,
2016-09-08,5.629055349,,,,
2016-09-09,4.094405469,,,,
2016-09-10,5.911836635,,,,
2016-09-11,8.269387113,,,,
2016-09-12,3.625759763,,,,
2016-09-13,2.971797245,,,,
2016-09-14,4.829338859,,,,
2016-09-15,5.08603516,,,,
2016-09-16,2.007508486,,,,
2016-09-17,0.927853882,,,,
2016-09-18,0.43929166,,,,
2016-09-19,1.446810098,,,,
2016-09-20,5.351227145,,,,
2016-09-21,7.615380008,,,,
2016-09-22,7.909753191,,,,
2016-09-23,5.603985791,,,,
2016-09-24,3.223342889,,,,
2016-09-25,2.570561442,,,,
2016-09-26,2.611116705,,,,
2016-09-27,3.109313925,,,,
2016-09-28,5.059046606,,,,
2016-09-29,5.849596565,,,,
2016-09-30,4.56008122,,,,
2016-10-01,2.577756412,,,,
2016-10-02,0.544649796,,,,
2016-10-03,0.439102706,,,,
2016-10-04,1.802126015,,,,
2016-10-05,2.372440157,,,,
2016-10-06,-0.033126226,,,,
2016-10-07,-0.573497529,,,,
2016-10-08,-0.430339439,,,,
2016-10-09,1.610962961,,,,
2016-10-10,-0.736170038,,,,
2016-10-11,-0.939418632,,,,
2016-10-12,-0.421615221,,,,
2016-10-13,1.781624417,,,,
2016-10-14,-2.318715014,,,,
2016-10-15,-2.517823216,,,,
2016-10-16,-1.726362498,,,,
2016-10-17,-1.836117687,,,,
2016-10-18,-5.859556756,,,,
2016-10-19,-4.143230236,,,,
2016-10-20,-7.111721335,,,,
2016-10-21,-8.753228883,,,,
2016-10-22,-7.272946034,,,,
2016-10-23,-4.126832059,,,,
2016-10-24,-2.930276833,,,,
2016-10-25,-7.033266275,,,,
2016-10-26,-5.800602527,,,,
2016-10-27,-8.383647649,,,,
2016-10-28,-9.091340406,,,,
2016-10-29,-2.836331042,,,,
2016-10-30,-3.428706138,,,,
2016-10-31,-6.797297524,,,,
2016-11-01,-10.22634123,,,,
2016-11-02,-3.64293056,,,,
2016-11-03,-0.520347011,,,,
2016-11-04,-2.699843003,,,,
2016-11-05,-7.398693546,,,,
2016-11-06,-7.925136697,,,,
2016-11-07,0.23712438,,,,
2016-11-08,-2.736413287,,,,
2016-11-09,-9.142910154,,,,
2016-11-10,-13.4055703,,,,
2016-11-11,-11.11796539,,,,
2016-11-12,-12.10557445,,,,
2016-11-13,-10.36603127,,,,
2016-11-14,-7.616867291,,,,
2016-11-15,-8.633571949,,,,
2016-11-16,-9.675219196,,,,
2016-11-17,-2.707153795,,,,
2016-11-18,-0.556521458,,,,
2016-11-19,-3.497378252,,,,
2016-11-20,-1.286210772,,,,
2016-11-21,-2.132327639,,,,
2016-11-22,-3.871460517,,,,
2016-11-23,-5.87939251,,,,
2016-11-24,-10.45723485,,,,
2016-11-25,-8.957742081,,,,
2016-11-26,-6.986448288,,,,
2016-11-27,-10.07729823,,,,
2016-11-28,-14.5485255,,,,
2016-11-29,-12.91446162,,,,
2016-11-30,-14.15004288,,,,
2016-12-01,-13.0639939,,,,
2016-12-02,-16.21241944,,,,
2016-12-03,-14.39699364,,,,
2016-12-04,-14.82744082,,,,
2016-12-05,-14.8542836,,,,
2016-12-06,-13.84876941,,,,
2016-12-07,-14.74773654,,,,
2016-12-08,-17.51506482,,,,
2016-12-09,-16.63858077,,,,
2016-12-10,-12.9647401,,,,
2016-12-11,-10.95581958,,,,
2016-12-12,-13.34670949,,,,
2016-12-13,-18.66711245,,,,
2016-12-14,-20.65107412,,,,
2016-12-15,-19.51888051,,,,
2016-12-16,-21.59195548,,,,
2016-12-17,-18.74455172,,,,
2016-12-18,-20.29127806,,,,
2016-12-19,-21.95341719,,,,
2016-12-20,-25.07310132,,,,
2016-12-21,-24.85762574,,,,
2016-12-22,-25.34224776,,,,
2016-12-23,-25.12541017,,,,
2016-12-24,-24.99963512,,,,
2016-12-25,-25.42243849,,,,
2016-12-26,-23.25260538,,,,
2016-12-27,-23.01332006,,,,
2016-12-28,-22.05874291,,,,
2016-12-29,-18.83147566,,,,
2016-12-30,-13.80995334,,,,
2016-12-31,-8.857775388,,,,
2017-01-01,-18.91629455,,,,
2017-01-02,-19.51853559,,,,
2017-01-03,-23.69360366,,,,
2017-01-04,-23.86411512,,,,
2017-01-05,-9.943652517,,,,
2017-01-06,-5.743243092,,,,
2017-01-07,-11.61150444,,,,
2017-01-08,-19.23900279,,,,
2017-01-09,-23.11116762,,,,
2017-01-10,-26.96043084,,,,
2017-01-11,-22.60385601,,,,
2017-01-12,-15.73697821,,,,
2017-01-13,-23.69652094,,,,
2017-01-14,-24.92373023,,,,
2017-01-15,-27.94516855,,,,
2017-01-16,-27.6611801,,,,
2017-01-17,-27.25452105,,,,
2017-01-18,-20.52810354,,,,
2017-01-19,-12.8985008,,,,
2017-01-20,-12.08610017,,,,
2017-01-21,-11.52168101,,,,
2017-01-22,-17.83712791,,,,
2017-01-23,-17.02392831,,,,
2017-01-24,-19.11299242,,,,
2017-01-25,-16.50077005,,,,
2017-01-26,-9.66238809,,,,
2017-01-27,-4.535899633,,,,
2017-01-28,-2.44821635,,,,
2017-01-29,-4.92499003,,,,
2017-01-30,-11.30185532,,,,
2017-01-31,-20.80498769,,,,
2017-02-01,-24.08040523,,,,
2017-02-02,-22.74057682,,,,
2017-02-03,-21.26463908,,,,
2017-02-04,-24.53639096,,,,
2017-02-05,-26.83705834,,,,
2017-02-06,-27.92442473,,,,
2017-02-07,-28.01429548,,,,
2017-02-08,-24.57511969,,,,
2017-02-09,-19.68547821,,,,
2017-02-10,-23.11625157,,,,
2017-02-11,-26.82523904,,,,
2017-02-12,-27.77745724,,,,
2017-02-13,-26.16003719,,,,
2017-02-14,-19.17251685,,,,
2017-02-15,-18.4724099,,,,
2017-02-16,-17.6995345,,,,
2017-02-17,-13.2608707,,,,
2017-02-18,-11.78987227,,,,
2017-02-19,-12.59054806,,,,
2017-02-20,-16.72250638,,,,
2017-02-21,-15.62399182,,,,
2017-02-22,-16.15684703,,,,
2017-02-23,-15.5996602,,,,
2017-02-24,-22.77978264,,,,
2017-02-25,-22.81568185,,,,
2017-02-26,-15.20225764,,,,
2017-02-27,-15.54773762,,,,
2017-02-28,-17.50336909,,,,
2017-03-01,-21.86349929,,,,
2017-03-02,-24.89359391,,,,
2017-03-03,-25.82229764,,,,
2017-03-04,-23.13782273,,,,
2017-03-05,-23.40914912,,,,
2017-03-06,-17.35826495,,,,
2017-03-07,-13.33501164,,,,
2017-03-08,-13.10662545,,,,
2017-03-09,-7.525650236,,,,
2017-03-10,-7.348697331,,,,
2017-03-11,-6.551134928,,,,
2017-03-12,-12.39259497,,,,
2017-03-13,-18.07292119,,,,
2017-03-14,-18.06252364,,,,
2017-03-15,-18.76264211,,,,
2017-03-16,-18.62280785,,,,
2017-03-17,-17.7459611,,,,
2017-03-18,-15.92187424,,,,
2017-03-19,-17.49246522,,,,
2017-03-20,-11.19547031,,,,
2017-03-21,-9.833548998,,,,
2017-03-22,-19.63209953,,,,
2017-03-23,-17.75736127,,,,
2017-03-24,-16.74363329,,,,
2017-03-25,-17.22356241,,,,
2017-03-26,-16.01859167,,,,
2017-03-27,-16.40607813,,,,
2017-03-28,-14.38693053,,,,
2017-03-29,-12.34647061,,,,
2017-03-30,-13.77680155,,,,
2017-03-31,-12.43039372,,,,
2017-04-01,-11.5252331,,,,
2017-04-02,-12.29476273,,,,
2017-04-03,-12.44720282,,,,
2017-04-04,-11.18780271,,,,
2017-04-05,-8.289754346,,,,
2017-04-06,-4.819151627,,,,
2017-04-07,-5.408454073,,,,
2017-04-08,-3.679374491,,,,
2017-04-09,-3.902752149,,,,
2017-04-10,-3.234198152,,,,
2017-04-11,-9.357721024,,,,
2017-04-12,-7.674428836,,,,
2017-04-13,-10.79529393,,,,
2017-04-14,-13.19440501,,,,
2017-04-15,-15.23416685,,,,
2017-04-16,-17.27293753,,,,
2017-04-17,-16.00948651,,,,
2017-04-18,-14.17683362,,,,
2017-04-19,-7.448886613,,,,
2017-04-20,-8.900993727,,,,
2017-04-21,-10.81954835,,,,
2017-04-22,-4.647004166,,,,
2017-04-23,-2.751015203,,,,
2017-04-24,-5.82808803,,,,
2017-04-25,-8.765366757,,,,
2017-04-26,-12.27018508,,,,
2017-04-27,-12.03048902,,,,
2017-04-28,-9.013708119,,,,
2017-04-29,-3.712086125,,,,
2017-04-30,-9.138592678,,,,
2017-05-01,-9.363495587,,,,
2017-05-02,-6.109057496,,,,
2017-05-03,-5.141602106,,,,
2017-05-04,-2.649677934,,,,
2017-05-05,-6.506951634,,,,
2017-05-06,-8.540394421,,,,
2017-05-07,-3.063449969,,,,
2017-05-08,2.707733902,,,,
2017-05-09,3.602870809,,,,
2017-05-10,3.510272576,,,,
2017-05-11,2.474588405,,,,
2017-05-12,2.190831435,,,,
2017-05-13,2.207023334,,,,
2017-05-14,1.964924761,,,,
2017-05-15,3.518479835,,,,
2017-05-16,2.086823747,,,,
2017-05-17,-0.072457228,,,,
2017-05-18,-0.607558491,,,,
2017-05-19,-0.504467697,,,,
2017-05-20,-2.075160276,,,,
2017-05-21,0.599870113,,,,
2017-05-22,-0.773770736,,,,
2017-05-23,-2.605550781,,,,
2017-05-24,-2.320450689,,,,
2017-05-25,-3.199521262,,,,
2017-05-26,-3.461585647,,,,
2017-05-27,-1.194758174,,,,
2017-05-28,1.132097747,,,,
2017-05-29,2.0297411,,,,
2017-05-30,3.868528551,,,,
2017-05-31,3.985190577,,,,
2017-06-01,2.709344792,,,,
2017-06-02,2.752750173,,,,
2017-06-03,2.331253337,,,,
2017-06-04,3.521804909,,,,
2017-06-05,1.886319754,,,,
2017-06-06,3.514645271,,,,
2017-06-07,3.406523196,,,,
2017-06-08,3.894870116,,,,
2017-06-09,5.015658465,,,,
2017-06-10,4.095416517,,,,
2017-06-11,3.409782696,,,,
2017-06-12,1.307686857,,,,
2017-06-13,1.350742432,,,,
2017-06-14,2.751403717,,,,
2017-06-15,4.227728781,,,,
2017-06-16,7.299142536,,,,
2017-06-17,10.83910911,,,,
2017-06-18,8.174925028,,,,
2017-06-19,4.260492442,,,,
2017-06-20,3.248856585,,,,
2017-06-21,1.34854676,,,,
2017-06-22,3.442190868,,,,
2017-06-23,5.064110532,,,,
2017-06-24,3.748991556,,,,
2017-06-25,2.910999287,,,,
2017-06-26,2.850686451,,,,
2017-06-27,2.833908892,,,,
2017-06-28,3.382047086,,,,
2017-06-29,4.601367234,,,,
2017-06-30,8.848338247,,,,
2017-07-01,11.1483506,,,,
2017-07-02,12.03649704,,,,
2017-07-03,8.985517124,,,,
2017-07-04,5.91940795,,,,
2017-07-05,9.131793859,,,,
2017-07-06,10.33639122,,,,
2017-07-07,9.14474757,,,,
2017-07-08,11.70584849,,,,
2017-07-09,9.878906315,,,,
2017-07-10,5.265388634,,,,
2017-07-11,6.745723084,,,,
2017-07-12,3.14859233,,,,
2017-07-13,6.648360666,,,,
2017-07-14,9.205340624,,,,
2017-07-15,5.440604466,,,,
2017-07-16,6.886774833,,,,
2017-07-17,12.63402818,,,,
2017-07-18,16.9816152,,,,
2017-07-19,10.53672762,,,,
2017-07-20,9.348018027,,,,
2017-07-21,8.868647167,,,,
2017-07-22,5.506402333,,,,
2017-07-23,5.525162695,,,,
2017-07-24,6.050072232,,,,
2017-07-25,9.166213582,,,,
2017-07-26,14.20098848,,,,
2017-07-27,12.77094543,,,,
2017-07-28,11.13757403,,,,
2017-07-29,9.114067321,,,,
2017-07-30,10.58531082,,,,
2017-07-31,11.42189388,,,,
2017-08-01,9.840284713,,,,
2017-08-02,11.13146417,,,,
2017-08-03,10.91748859,,,,
2017-08-04,10.91038482,,,,
2017-08-05,11.6220561,,,,
2017-08-06,8.61738731,,,,
2017-08-07,5.240719023,,,,
2017-08-08,6.52640038,,,,
2017-08-09,8.468246149,,,,
2017-08-10,10.48154449,,,,
2017-08-11,9.476752569,,,,
2017-08-12,10.8969428,,,,
2017-08-13,8.328889046,,,,
2017-08-14,7.08052145,,,,
2017-08-15,8.197981138,,,,
2017-08-16,9.959897074,,,,
2017-08-17,9.560865505,,,,
2017-08-18,11.2716009,,,,
2017-08-19,13.60616591,,,,
2017-08-20,6.662746089,,,,
2017-08-21,5.931177676,,,,
2017-08-22,5.772530169,,,,
2017-08-23,5.753232984,,,,
2017-08-24,5.082674791,,,,
2017-08-25,6.674328208,,,,
2017-08-26,6.99757533,,,,
2017-08-27,8.654585209,,,,
2017-08-28,12.41998309,,,,
2017-08-29,14.17461754,,,,
2017-08-30,9.038134803,,,,
2017-08-31,3.720784435,,,,
2017-09-01,5.086559257,,,,
2017-09-02,8.764074257,,,,
2017-09-03,11.36905474,,,,
2017-09-04,11.03017303,,,,
2017-09-05,6.75051477,,,,
2017-09-06,5.620011988,,,,
2017-09-07,5.292737496,,,,
2017-09-08,4.289110286,,,,
2017-09-09,5.437945667,,,,
2017-09-10,7.181658132,,,,
2017-09-11,3.36821618,,,,
2017-09-12,9.206639023,,,,
2017-09-13,9.620738564,,,,
2017-09-14,7.014153022,,,,
2017-09-15,5.354663874,,,,
2017-09-16,3.778185923,,,,
2017-09-17,2.934404511,,,,
2017-09-18,1.516283072,,,,
2017-09-19,5.569052914,,,,
2017-09-20,6.542819688,,,,
2017-09-21,4.33148192,,,,
2017-09-22,3.656301866,,,,
2017-09-23,1.348740495,,,,
2017-09-24,1.087376804,,,,
2017-09-25,0.713402074,,,,
2017-09-26,0.899575814,,,,
2017-09-27,1.073563039,,,,
2017-09-28,0.377933969,,,,
2017-09-29,0.567487479,,,,
2017-09-30,1.262355172,,,,
2017-10-01,1.422130737,,,,
2017-10-02,0.512807428,,,,
2017-10-03,2.676741495,,,,
2017-10-04,2.524506819,,,,
2017-10-05,-0.541188034,,,,
2017-10-06,0.369198174,,,,
2017-10-07,-1.357080598,,,,
2017-10-08,-0.763128863,,,,
2017-10-09,0.519284967,,,,
2017-10-10,1.410588035,,,,
2017-10-11,0.743996816,,,,
2017-10-12,-1.002253711,,,,
2017-10-13,-1.991674515,,,,
2017-10-14,1.947312721,,,,
2017-10-15,-0.721785185,,,,
2017-10-16,-1.988806027,,,,
2017-10-17,-2.16954273,,,,
2017-10-18,-6.662288203,,,,
2017-10-19,-6.5508735,,,,
2017-10-20,-0.323096764,,,,
2017-10-21,-3.859549014,,,,
2017-10-22,-6.14133013,,,,
2017-10-23,-2.237954973,,,,
2017-10-24,3.826903779,,,,
2017-10-25,4.081783455,,,,
2017-10-26,5.660327979,,,,
2017-10-27,-0.964989227,,,,
2017-10-28,1.159737814,,,,
2017-10-29,0.590890575,,,,
2017-10-30,-0.938936719,,,,
2017-10-31,1.000570796,,,,
2017-11-01,-1.485554136,,,,
2017-11-02,-5.71107101,,,,
2017-11-03,-5.601142928,,,,
2017-11-04,-5.12202496,,,,
2017-11-05,-7.938772305,,,,
2017-11-06,-7.39875588,,,,
2017-11-07,-4.884994423,,,,
2017-11-08,-8.518817922,,,,
2017-11-09,-9.265692722,,,,
2017-11-10,-9.571726268,,,,
2017-11-11,-4.646239465,,,,
2017-11-12,-7.187137581,,,,
2017-11-13,-8.022525388,,,,
2017-11-14,-10.50910363,,,,
2017-11-15,-7.847126271,,,,
2017-11-16,-10.78169174,,,,
2017-11-17,-8.32619629,,,,
2017-11-18,-3.774265261,,,,
2017-11-19,-0.827516629,,,,
2017-11-20,0.522505167,,,,
2017-11-21,-0.937951625,,,,
2017-11-22,-4.866117535,,,,
2017-11-23,-7.438426347,,,,
2017-11-24,-7.185779741,,,,
2017-11-25,-12.18741073,,,,
2017-11-26,-10.80935095,,,,
2017-11-27,-8.067850089,,,,
2017-11-28,-7.224330765,,,,
2017-11-29,-9.64033188,,,,
2017-11-30,-9.024429749,,,,
2017-12-01,-8.188689085,,,,
2017-12-02,-10.79560895,,,,
2017-12-03,-9.81173157,,,,
2017-12-04,-8.036512955,,,,
2017-12-05,-4.725348532,,,,
2017-12-06,-4.535496631,,,,
2017-12-07,-4.95415123,,,,
2017-12-08,-8.072888901,,,,
2017-12-09,-12.40098215,,,,
2017-12-10,-15.3504508,,,,
2017-12-11,-12.84001945,,,,
2017-12-12,-15.43914621,,,,
2017-12-13,-15.80646666,,,,
2017-12-14,-4.092947383,,,,
2017-12-15,-5.754230074,,,,
2017-12-16,-5.275275771,,,,
2017-12-17,-7.827447464,,,,
2017-12-18,-16.00032446,,,,
2017-12-19,-18.68369743,,,,
2017-12-20,-14.19621577,,,,
2017-12-21,-13.96146357,,,,
2017-12-22,-15.13059142,,,,
2017-12-23,-21.33615939,,,,
2017-12-24,-16.84357308,,,,
2017-12-25,-14.27931389,,,,
2017-12-26,-11.31568999,,,,
2017-12-27,-5.165365189,,,,
2017-12-28,-10.1170028,,,,
2017-12-29,-14.25829158,,,,
2017-12-30,-17.65960009,,,,
2017-12-31,-16.55883653,,,,
2018-01-01,-18.66979606,,,,
2018-01-02,-17.06628131,,,,
2018-01-03,-13.7718434,,,,
2018-01-04,-15.26408812,,,,
2018-01-05,-18.86990033,,,,
2018-01-06,-12.90557654,,,,
2018-01-07,-13.82832084,,,,
2018-01-08,-15.92737511,,,,
2018-01-09,-17.50286004,,,,
2018-01-10,-20.23391255,,,,
2018-01-11,-19.08638238,,,,
2018-01-12,-19.28314149,,,,
2018-01-13,-26.6892198,,,,
2018-01-14,-26.92043864,,,,
2018-01-15,-24.7401632,,,,
2018-01-16,-23.23589327,,,,
2018-01-17,-23.45965238,,,,
2018-01-18,-18.48060915,,,,
2018-01-19,-19.09588672,,,,
2018-01-20,-18.01028415,,,,
2018-01-21,-15.64611005,,,,
2018-01-22,-17.90453126,,,,
2018-01-23,-19.96251549,,,,
2018-01-24,-18.34869758,,,,
2018-01-25,-15.55593003,,,,
2018-01-26,-21.67351439,,,,
2018-01-27,-23.08371885,,,,
2018-01-28,-17.57712982,,,,
2018-01-29,-18.90097811,,,,
2018-01-30,-23.64536359,,,,
2018-01-31,-23.69273602,,,,
2018-02-01,-22.8025822,,,,
2018-02-02,-21.19562656,,,,
2018-02-03,-26.04065131,,,,
2018-02-04,-30.4343117,,,,
2018-02-05,-26.35756311,,,,
2018-02-06,-24.72700246,,,,
2018-02-07,-27.96820022,,,,
2018-02-08,-24.94885373,,,,
2018-02-09,-30.30141253,,,,
2018-02-10,-24.43996463,,,,
2018-02-11,-26.1419927,,,,
2018-02-12,-25.01345104,,,,
2018-02-13,-26.33425989,,,,
2018-02-14,-20.31529501,,,,
2018-02-15,-23.58741487,,,,
2018-02-16,-24.69449658,,,,
2018-02-17,-24.27103273,,,,
2018-02-18,-23.74227776,,,,
2018-02-19,-27.32208732,,,,
2018-02-20,-30.99341219,,,,
2018-02-21,-27.0204022,,,,
2018-02-22,-23.14094655,,,,
2018-02-23,-23.08941196,,,,
2018-02-24,-20.49568696,,,,
2018-02-25,-20.62593905,,,,
2018-02-26,-14.03681807,,,,
2018-02-27,-11.97477414,,,,
2018-02-28,-11.66807758,,,,
2018-03-01,-10.85416384,,,,
2018-03-02,-6.169746675,,,,
2018-03-03,-4.392022172,,,,
2018-03-04,-6.369918792,,,,
2018-03-05,-6.795808892,,,,
2018-03-06,-9.279688756,,,,
2018-03-07,-10.97763561,,,,
2018-03-08,-10.11080379,,,,
2018-03-09,-9.212061573,,,,
2018-03-10,-7.952023785,,,,
2018-03-11,-7.026757284,,,,
2018-03-12,-7.37207284,,,,
2018-03-13,-6.098183273,,,,
2018-03-14,-6.593733734,,,,
2018-03-15,-6.746969646,,,,
2018-03-16,-3.710553819,,,,
2018-03-17,-4.156130509,,,,
2018-03-18,-4.310440693,,,,
2018-03-19,-8.742144238,,,,
2018-03-20,-8.757646745,,,,
2018-03-21,-9.239624964,,,,
2018-03-22,-9.872628369,,,,
2018-03-23,-12.83467206,,,,
2018-03-24,-17.41774592,,,,
2018-03-25,-12.7722271,,,,
2018-03-26,-7.569497568,,,,
2018-03-27,-6.388239312,,,,
2018-03-28,-3.75663354,,,,
2018-03-29,-6.246925223,,,,
2018-03-30,-3.36762719,,,,
2018-03-31,-7.161515642,,,,
2018-04-01,-14.40181921,,,,
2018-04-02,-13.18477616,,,,
2018-04-03,-13.25623977,,,,
2018-04-04,-16.14164088,,,,
2018-04-05,-15.04125772,,,,
2018-04-06,-9.560512237,,,,
2018-04-07,-11.71230525,,,,
2018-04-08,-11.43031423,,,,
2018-04-09,-9.538594857,,,,
2018-04-10,-14.75667733,,,,
2018-04-11,-16.11226118,,,,
2018-04-12,-13.63194917,,,,
2018-04-13,-13.04248148,,,,
2018-04-14,-15.45208877,,,,
2018-04-15,-12.84409665,,,,
2018-04-16,-10.09087604,,,,
2018-04-17,-9.476738935,,,,
2018-04-18,-7.62451479,,,,
2018-04-19,-7.349316983,,,,
2018-04-20,-7.434449732,,,,
2018-04-21,-8.122924422,,,,
2018-04-22,-6.986824801,,,,
2018-04-23,-4.815298929,,,,
2018-04-24,-5.155793044,,,,
2018-04-25,-4.888028883,,,,
2018-04-26,-3.663272142,,,,
2018-04-27,-3.212007516,,,,
2018-04-28,-10.57666555,,,,
2018-04-29,-9.062813187,,,,
2018-04-30,-1.740943125,,,,
2018-05-01,-5.400370906,,,,
2018-05-02,-10.30453642,,,,
2018-05-03,-10.75670194,,,,
2018-05-04,-5.60830552,,,,
2018-05-05,-4.830147803,,,,
2018-05-06,-4.694266159,,,,
