Year,Month,Day,Tmean_C,Tmin_C,Tmax_C
1981,1,1,-23.41698174,-23.41698174,-23.41698174
1981,1,2,-18.24164983,-18.24164983,-18.24164983
1981,1,3,-10.17104724,-10.17104724,-10.17104724
1981,1,4,-4.823654149,-4.823654149,-4.823654149
1981,1,5,-9.392759627,-9.392759627,-9.392759627
1981,1,6,-12.2380113,-12.2380113,-12.2380113
1981,1,7,-18.67273821,-18.67273821,-18.67273821
1981,1,8,-13.42085383,-13.42085383,-13.42085383
1981,1,9,-13.70103424,-13.70103424,-13.70103424
1981,1,10,-23.21450102,-23.21450102,-23.21450102
1981,1,11,-21.09252507,-21.09252507,-21.09252507
1981,1,12,-10.86943462,-10.86943462,-10.86943462
1981,1,13,-18.28846401,-18.28846401,-18.28846401
1981,1,14,-22.00785465,-22.00785465,-22.00785465
1981,1,15,-22.96931591,-22.96931591,-22.96931591
1981,1,16,-23.562056,-23.562056,-23.562056
1981,1,17,-25.37863566,-25.37863566,-25.37863566
1981,1,18,-22.83120938,-22.83120938,-22.83120938
1981,1,19,-18.37161021,-18.37161021,-18.37161021
1981,1,20,-11.40508503,-11.40508503,-11.40508503
1981,1,21,-18.85860265,-18.85860265,-18.85860265
1981,1,22,-21.43231503,-21.43231503,-21.43231503
1981,1,23,-19.55750665,-19.55750665,-19.55750665
1981,1,24,-16.95714632,-16.95714632,-16.95714632
1981,1,25,-14.86894616,-14.86894616,-14.86894616
1981,1,26,-17.90852168,-17.90852168,-17.90852168
1981,1,27,-17.3060637,-17.3060637,-17.3060637
1981,1,28,-12.81180116,-12.81180116,-12.81180116
1981,1,29,-15.86631353,-15.86631353,-15.86631353
1981,1,30,-20.5176142,-20.5176142,-20.5176142
1981,1,31,-20.90710871,-20.90710871,-20.90710871
1981,2,1,-21.5413338,-21.5413338,-21.5413338
1981,2,2,-20.53610608,-20.53610608,-20.53610608
1981,2,3,-15.85131889,-15.85131889,-15.85131889
1981,2,4,-17.89966439,-17.89966439,-17.89966439
1981,2,5,-20.44998016,-20.44998016,-20.44998016
1981,2,6,-22.28226603,-22.28226603,-22.28226603
1981,2,7,-24.69827257,-24.69827257,-24.69827257
1981,2,8,-21.97425995,-21.97425995,-21.97425995
1981,2,9,-19.17846206,-19.17846206,-19.17846206
1981,2,10,-13.60050967,-13.60050967,-13.60050967
1981,2,11,-20.7193304,-20.7193304,-20.7193304
1981,2,12,-14.39031403,-14.39031403,-14.39031403
1981,2,13,-26.449125,-26.449125,-26.449125
1981,2,14,-25.94987161,-25.94987161,-25.94987161
1981,2,15,-27.38100592,-27.38100592,-27.38100592
1981,2,16,-18.29121054,-18.29121054,-18.29121054
1981,2,17,-9.380565917,-9.380565917,-9.380565917
1981,2,18,-12.61584987,-12.61584987,-12.61584987
1981,2,19,-13.35576408,-13.35576408,-13.35576408
1981,2,20,-6.440105791,-6.440105791,-6.440105791
1981,2,21,-5.281432772,-5.281432772,-5.281432772
1981,2,22,-6.619185624,-6.619185624,-6.619185624
1981,2,23,-3.838125045,-3.838125045,-3.838125045
1981,2,24,-1.049100139,-1.049100139,-1.049100139
1981,2,25,-0.775503832,-0.775503832,-0.775503832
1981,2,26,-2.284891427,-2.284891427,-2.284891427
1981,2,27,-6.693644583,-6.693644583,-6.693644583
1981,2,28,-13.67805531,-13.67805531,-13.67805531
1981,3,1,-14.28161724,-14.28161724,-14.28161724
1981,3,2,-6.411026742,-6.411026742,-6.411026742
1981,3,3,-1.104593276,-1.104593276,-1.104593276
1981,3,4,-0.589896209,-0.589896209,-0.589896209
1981,3,5,-2.358164224,-2.358164224,-2.358164224
1981,3,6,-4.373011591,-4.373011591,-4.373011591
1981,3,7,-6.072036267,-6.072036267,-6.072036267
1981,3,8,-5.878198041,-5.878198041,-5.878198041
1981,3,9,-7.320574514,-7.320574514,-7.320574514
1981,3,10,-10.58492908,-10.58492908,-10.58492908
1981,3,11,-13.60885068,-13.60885068,-13.60885068
1981,3,12,-14.80811747,-14.80811747,-14.80811747
1981,3,13,-17.1833711,-17.1833711,-17.1833711
1981,3,14,-15.03976052,-15.03976052,-15.03976052
1981,3,15,-13.63665944,-13.63665944,-13.63665944
1981,3,16,-5.534847049,-5.534847049,-5.534847049
1981,3,17,-1.393652075,-1.393652075,-1.393652075
1981,3,18,-2.272065746,-2.272065746,-2.272065746
1981,3,19,-2.151580074,-2.151580074,-2.151580074
1981,3,20,-3.199050262,-3.199050262,-3.199050262
1981,3,21,-5.380685758,-5.380685758,-5.380685758
1981,3,22,-8.073912167,-8.073912167,-8.073912167
1981,3,23,-8.517550485,-8.517550485,-8.517550485
1981,3,24,-10.70687623,-10.70687623,-10.70687623
1981,3,25,-9.926755393,-9.926755393,-9.926755393
1981,3,26,-9.811036815,-9.811036815,-9.811036815
1981,3,27,-11.57103339,-11.57103339,-11.57103339
1981,3,28,-12.15520384,-12.15520384,-12.15520384
1981,3,29,-14.48406405,-14.48406405,-14.48406405
1981,3,30,-17.62159441,-17.62159441,-17.62159441
1981,3,31,-19.773225,-19.773225,-19.773225
1981,4,1,-19.36169898,-19.36169898,-19.36169898
1981,4,2,-12.59511425,-12.59511425,-12.59511425
1981,4,3,-11.2834318,-11.2834318,-11.2834318
1981,4,4,-15.71105724,-15.71105724,-15.71105724
1981,4,5,-19.63581997,-19.63581997,-19.63581997
1981,4,6,-14.75679221,-14.75679221,-14.75679221
1981,4,7,-9.759590181,-9.759590181,-9.759590181
1981,4,8,-12.11731567,-12.11731567,-12.11731567
1981,4,9,-14.21710618,-14.21710618,-14.21710618
1981,4,10,-12.19020339,-12.19020339,-12.19020339
1981,4,11,-11.03790662,-11.03790662,-11.03790662
1981,4,12,-11.28828285,-11.28828285,-11.28828285
1981,4,13,-11.67278624,-11.67278624,-11.67278624
1981,4,14,-5.01785379,-5.01785379,-5.01785379
1981,4,15,-10.32003146,-10.32003146,-10.32003146
1981,4,16,-18.07683605,-18.07683605,-18.07683605
1981,4,17,-18.07834685,-18.07834685,-18.07834685
1981,4,18,-16.89874336,-16.89874336,-16.89874336
1981,4,19,-11.67176426,-11.67176426,-11.67176426
1981,4,20,-5.677664903,-5.677664903,-5.677664903
1981,4,21,-4.841848637,-4.841848637,-4.841848637
1981,4,22,-0.960386823,-0.960386823,-0.960386823
1981,4,23,-0.46567394,-0.46567394,-0.46567394
1981,4,24,-0.209079,-0.209079,-0.209079
1981,4,25,-1.06173819,-1.06173819,-1.06173819
1981,4,26,-0.712060098,-0.712060098,-0.712060098
1981,4,27,-2.488597428,-2.488597428,-2.488597428
1981,4,28,-3.226693834,-3.226693834,-3.226693834
1981,4,29,-2.7075942,-2.7075942,-2.7075942
1981,4,30,-2.328129196,-2.328129196,-2.328129196
1981,5,1,-1.565246564,-1.565246564,-1.565246564
1981,5,2,-2.492218645,-2.492218645,-2.492218645
1981,5,3,-0.49118434,-0.49118434,-0.49118434
1981,5,4,0.083290544,0.083290544,0.083290544
1981,5,5,2.134344372,2.134344372,2.134344372
1981,5,6,-0.004498287,-0.004498287,-0.004498287
1981,5,7,-3.374095572,-3.374095572,-3.374095572
1981,5,8,-5.400583022,-5.400583022,-5.400583022
1981,5,9,-8.250839729,-8.250839729,-8.250839729
1981,5,10,-7.474248292,-7.474248292,-7.474248292
1981,5,11,-4.639865136,-4.639865136,-4.639865136
1981,5,12,-1.212569333,-1.212569333,-1.212569333
1981,5,13,-1.007682663,-1.007682663,-1.007682663
1981,5,14,-1.270740406,-1.270740406,-1.270740406
1981,5,15,-0.297890589,-0.297890589,-0.297890589
1981,5,16,0.513631981,0.513631981,0.513631981
1981,5,17,-1.510167685,-1.510167685,-1.510167685
1981,5,18,-0.927164566,-0.927164566,-0.927164566
1981,5,19,-3.119267743,-3.119267743,-3.119267743
1981,5,20,-3.740556466,-3.740556466,-3.740556466
1981,5,21,-2.59809038,-2.59809038,-2.59809038
1981,5,22,0.206128344,0.206128344,0.206128344
1981,5,23,2.390363776,2.390363776,2.390363776
1981,5,24,-1.778357767,-1.778357767,-1.778357767
1981,5,25,-0.79401082,-0.79401082,-0.79401082
1981,5,26,-3.119359592,-3.119359592,-3.119359592
1981,5,27,-2.313611056,-2.313611056,-2.313611056
1981,5,28,-0.452876124,-0.452876124,-0.452876124
1981,5,29,-1.638482703,-1.638482703,-1.638482703
1981,5,30,1.672459814,1.672459814,1.672459814
1981,5,31,1.534492821,1.534492821,1.534492821
1981,6,1,0.853122481,0.853122481,0.853122481
1981,6,2,0.233083878,0.233083878,0.233083878
1981,6,3,-0.77151599,-0.77151599,-0.77151599
1981,6,4,-1.541583016,-1.541583016,-1.541583016
1981,6,5,0.398258953,0.398258953,0.398258953
1981,6,6,1.174118612,1.174118612,1.174118612
1981,6,7,0.608419784,0.608419784,0.608419784
1981,6,8,1.475353724,1.475353724,1.475353724
1981,6,9,1.505382404,1.505382404,1.505382404
1981,6,10,1.858838248,1.858838248,1.858838248
1981,6,11,1.759817392,1.759817392,1.759817392
1981,6,12,1.563704923,1.563704923,1.563704923
1981,6,13,3.466180267,3.466180267,3.466180267
1981,6,14,4.435540927,4.435540927,4.435540927
1981,6,15,1.824487706,1.824487706,1.824487706
1981,6,16,0.116376995,0.116376995,0.116376995
1981,6,17,2.161243654,2.161243654,2.161243654
1981,6,18,2.720457646,2.720457646,2.720457646
1981,6,19,3.68224559,3.68224559,3.68224559
1981,6,20,5.392884164,5.392884164,5.392884164
1981,6,21,4.152428003,4.152428003,4.152428003
1981,6,22,7.18530348,7.18530348,7.18530348
1981,6,23,4.704265764,4.704265764,4.704265764
1981,6,24,2.618061831,2.618061831,2.618061831
1981,6,25,3.547261705,3.547261705,3.547261705
1981,6,26,5.493181587,5.493181587,5.493181587
1981,6,27,6.12026821,6.12026821,6.12026821
1981,6,28,6.090065181,6.090065181,6.090065181
1981,6,29,9.864167409,9.864167409,9.864167409
1981,6,30,9.097326305,9.097326305,9.097326305
1981,7,1,9.267896244,9.267896244,9.267896244
1981,7,2,13.0595156,13.0595156,13.0595156
1981,7,3,13.95098822,13.95098822,13.95098822
1981,7,4,5.935953125,5.935953125,5.935953125
1981,7,5,7.628581857,7.628581857,7.628581857
1981,7,6,13.56672607,13.56672607,13.56672607
1981,7,7,9.660352061,9.660352061,9.660352061
1981,7,8,6.465359424,6.465359424,6.465359424
1981,7,9,4.462627185,4.462627185,4.462627185
1981,7,10,4.510820535,4.510820535,4.510820535
1981,7,11,7.095215353,7.095215353,7.095215353
1981,7,12,8.546944812,8.546944812,8.546944812
1981,7,13,5.278890406,5.278890406,5.278890406
1981,7,14,7.526198747,7.526198747,7.526198747
1981,7,15,10.44719786,10.44719786,10.44719786
1981,7,16,7.374993715,7.374993715,7.374993715
1981,7,17,7.959275775,7.959275775,7.959275775
1981,7,18,10.74364097,10.74364097,10.74364097
1981,7,19,12.15301387,12.15301387,12.15301387
1981,7,20,8.89867813,8.89867813,8.89867813
1981,7,21,7.611941863,7.611941863,7.611941863
1981,7,22,4.257808008,4.257808008,4.257808008
1981,7,23,5.657983526,5.657983526,5.657983526
1981,7,24,8.386046816,8.386046816,8.386046816
1981,7,25,11.61464314,11.61464314,11.61464314
1981,7,26,14.90203781,14.90203781,14.90203781
1981,7,27,8.413579696,8.413579696,8.413579696
1981,7,28,8.937086711,8.937086711,8.937086711
1981,7,29,10.91409146,10.91409146,10.91409146
1981,7,30,13.11916393,13.11916393,13.11916393
1981,7,31,12.27095308,12.27095308,12.27095308
1981,8,1,8.717834147,8.717834147,8.717834147
1981,8,2,10.20589792,10.20589792,10.20589792
1981,8,3,10.68020843,10.68020843,10.68020843
1981,8,4,7.615300345,7.615300345,7.615300345
1981,8,5,9.623679697,9.623679697,9.623679697
1981,8,6,13.22184273,13.22184273,13.22184273
1981,8,7,16.62789534,16.62789534,16.62789534
1981,8,8,11.69083009,11.69083009,11.69083009
1981,8,9,9.008868218,9.008868218,9.008868218
1981,8,10,9.991545309,9.991545309,9.991545309
1981,8,11,14.45670641,14.45670641,14.45670641
1981,8,12,15.25791067,15.25791067,15.25791067
1981,8,13,11.44282778,11.44282778,11.44282778
1981,8,14,8.326369265,8.326369265,8.326369265
1981,8,15,6.927296525,6.927296525,6.927296525
1981,8,16,6.160527529,6.160527529,6.160527529
1981,8,17,8.004849306,8.004849306,8.004849306
1981,8,18,8.572783793,8.572783793,8.572783793
1981,8,19,9.255518521,9.255518521,9.255518521
1981,8,20,12.87384824,12.87384824,12.87384824
1981,8,21,8.530112584,8.530112584,8.530112584
1981,8,22,7.317945208,7.317945208,7.317945208
1981,8,23,5.228003293,5.228003293,5.228003293
1981,8,24,5.729267216,5.729267216,5.729267216
1981,8,25,7.079766657,7.079766657,7.079766657
1981,8,26,5.231185281,5.231185281,5.231185281
1981,8,27,5.120007268,5.120007268,5.120007268
1981,8,28,6.022751082,6.022751082,6.022751082
1981,8,29,5.714622247,5.714622247,5.714622247
1981,8,30,12.58812745,12.58812745,12.58812745
1981,8,31,4.282343313,4.282343313,4.282343313
1981,9,1,12.97295831,12.97295831,12.97295831
1981,9,2,13.34569745,13.34569745,13.34569745
1981,9,3,13.50324359,13.50324359,13.50324359
1981,9,4,11.75698211,11.75698211,11.75698211
1981,9,5,6.216543799,6.216543799,6.216543799
1981,9,6,5.233693466,5.233693466,5.233693466
1981,9,7,8.406947778,8.406947778,8.406947778
1981,9,8,11.72524345,11.72524345,11.72524345
1981,9,9,14.38140383,14.38140383,14.38140383
1981,9,10,12.02187224,12.02187224,12.02187224
1981,9,11,8.196574415,8.196574415,8.196574415
1981,9,12,5.364422102,5.364422102,5.364422102
1981,9,13,4.696515446,4.696515446,4.696515446
1981,9,14,4.520989222,4.520989222,4.520989222
1981,9,15,4.63769397,4.63769397,4.63769397
1981,9,16,3.392416885,3.392416885,3.392416885
1981,9,17,1.949748871,1.949748871,1.949748871
1981,9,18,3.956379077,3.956379077,3.956379077
1981,9,19,4.991350448,4.991350448,4.991350448
1981,9,20,4.251850292,4.251850292,4.251850292
1981,9,21,2.367341529,2.367341529,2.367341529
1981,9,22,1.131666251,1.131666251,1.131666251
1981,9,23,0.243545369,0.243545369,0.243545369
1981,9,24,3.269058369,3.269058369,3.269058369
1981,9,25,2.997488882,2.997488882,2.997488882
1981,9,26,3.214448959,3.214448959,3.214448959
1981,9,27,2.878702383,2.878702383,2.878702383
1981,9,28,2.148395479,2.148395479,2.148395479
1981,9,29,3.667165756,3.667165756,3.667165756
1981,9,30,4.309348125,4.309348125,4.309348125
1981,10,1,4.308522664,4.308522664,4.308522664
1981,10,2,3.766445893,3.766445893,3.766445893
1981,10,3,4.218508318,4.218508318,4.218508318
1981,10,4,4.52276462,4.52276462,4.52276462
1981,10,5,4.644102536,4.644102536,4.644102536
1981,10,6,3.733681634,3.733681634,3.733681634
1981,10,7,0.952087626,0.952087626,0.952087626
1981,10,8,-0.337103956,-0.337103956,-0.337103956
1981,10,9,-0.819112879,-0.819112879,-0.819112879
1981,10,10,-0.830442818,-0.830442818,-0.830442818
1981,10,11,-0.650785146,-0.650785146,-0.650785146
1981,10,12,-0.073383023,-0.073383023,-0.073383023
1981,10,13,1.55507065,1.55507065,1.55507065
1981,10,14,4.872551192,4.872551192,4.872551192
1981,10,15,5.326938969,5.326938969,5.326938969
1981,10,16,-1.002022234,-1.002022234,-1.002022234
1981,10,17,-5.055800848,-5.055800848,-5.055800848
1981,10,18,0.662416082,0.662416082,0.662416082
1981,10,19,4.363894865,4.363894865,4.363894865
1981,10,20,-1.641956082,-1.641956082,-1.641956082
1981,10,21,-3.248734068,-3.248734068,-3.248734068
1981,10,22,-4.056094903,-4.056094903,-4.056094903
1981,10,23,-4.943442776,-4.943442776,-4.943442776
1981,10,24,-5.466722943,-5.466722943,-5.466722943
1981,10,25,-4.73156034,-4.73156034,-4.73156034
1981,10,26,-3.814225298,-3.814225298,-3.814225298
1981,10,27,-5.191807041,-5.191807041,-5.191807041
1981,10,28,-4.903317354,-4.903317354,-4.903317354
1981,10,29,-4.924317533,-4.924317533,-4.924317533
1981,10,30,-5.300169251,-5.300169251,-5.300169251
1981,10,31,-6.584828749,-6.584828749,-6.584828749
1981,11,1,-1.395598922,-1.395598922,-1.395598922
1981,11,2,-0.231534267,-0.231534267,-0.231534267
1981,11,3,-0.574940504,-0.574940504,-0.574940504
1981,11,4,-1.597929173,-1.597929173,-1.597929173
1981,11,5,-8.128115852,-8.128115852,-8.128115852
1981,11,6,-12.61398868,-12.61398868,-12.61398868
1981,11,7,-12.33701,-12.33701,-12.33701
1981,11,8,-7.670889348,-7.670889348,-7.670889348
1981,11,9,-5.168496562,-5.168496562,-5.168496562
1981,11,10,-7.495002737,-7.495002737,-7.495002737
1981,11,11,-9.101296977,-9.101296977,-9.101296977
1981,11,12,-11.08623403,-11.08623403,-11.08623403
1981,11,13,-11.9358414,-11.9358414,-11.9358414
1981,11,14,-10.62089685,-10.62089685,-10.62089685
1981,11,15,-4.733161057,-4.733161057,-4.733161057
1981,11,16,-7.084482764,-7.084482764,-7.084482764
1981,11,17,-10.72820549,-10.72820549,-10.72820549
1981,11,18,-14.37773999,-14.37773999,-14.37773999
1981,11,19,-14.79593087,-14.79593087,-14.79593087
1981,11,20,-15.04225444,-15.04225444,-15.04225444
1981,11,21,-16.69931154,-16.69931154,-16.69931154
1981,11,22,-7.94688721,-7.94688721,-7.94688721
1981,11,23,-0.922646505,-0.922646505,-0.922646505
1981,11,24,-1.543300326,-1.543300326,-1.543300326
1981,11,25,-1.557653434,-1.557653434,-1.557653434
1981,11,26,-1.545980617,-1.545980617,-1.545980617
1981,11,27,-4.663780344,-4.663780344,-4.663780344
1981,11,28,-4.831082326,-4.831082326,-4.831082326
1981,11,29,-5.25561085,-5.25561085,-5.25561085
1981,11,30,-6.933617639,-6.933617639,-6.933617639
1981,12,1,-7.881897949,-7.881897949,-7.881897949
1981,12,2,-10.01887377,-10.01887377,-10.01887377
1981,12,3,-4.853055908,-4.853055908,-4.853055908
1981,12,4,-4.097049072,-4.097049072,-4.097049072
1981,12,5,-3.860021047,-3.860021047,-3.860021047
1981,12,6,-6.574269158,-6.574269158,-6.574269158
1981,12,7,-4.73586004,-4.73586004,-4.73586004
1981,12,8,-2.053170276,-2.053170276,-2.053170276
1981,12,9,-0.583739626,-0.583739626,-0.583739626
1981,12,10,-2.568707334,-2.568707334,-2.568707334
1981,12,11,-8.319920679,-8.319920679,-8.319920679
1981,12,12,-11.48547982,-11.48547982,-11.48547982
1981,12,13,-14.12444775,-14.12444775,-14.12444775
1981,12,14,-7.745353892,-7.745353892,-7.745353892
1981,12,15,-5.88081778,-5.88081778,-5.88081778
1981,12,16,-8.501841093,-8.501841093,-8.501841093
1981,12,17,-10.10197329,-10.10197329,-10.10197329
1981,12,18,-13.59170063,-13.59170063,-13.59170063
1981,12,19,-19.45094173,-19.45094173,-19.45094173
1981,12,20,-19.5813583,-19.5813583,-19.5813583
1981,12,21,-14.98754562,-14.98754562,-14.98754562
1981,12,22,-20.52204003,-20.52204003,-20.52204003
1981,12,23,-21.96782552,-21.96782552,-21.96782552
1981,12,24,-21.11324477,-21.11324477,-21.11324477
1981,12,25,-17.23772796,-17.23772796,-17.23772796
1981,12,26,-19.01156625,-19.01156625,-19.01156625
1981,12,27,-23.37543196,-23.37543196,-23.37543196
1981,12,28,-23.10676067,-23.10676067,-23.10676067
1981,12,29,-23.20917934,-23.20917934,-23.20917934
1981,12,30,-18.7337428,-18.7337428,-18.7337428
1981,12,31,-15.01100635,-15.01100635,-15.01100635
1982,1,1,-13.94646466,-13.94646466,-13.94646466
1982,1,2,-10.55735267,-10.55735267,-10.55735267
1982,1,3,-17.82507292,-17.82507292,-17.82507292
1982,1,4,-16.55229682,-16.55229682,-16.55229682
1982,1,5,-14.66261304,-14.66261304,-14.66261304
1982,1,6,-12.24933249,-12.24933249,-12.24933249
1982,1,7,-17.4147418,-17.4147418,-17.4147418
1982,1,8,-15.65598243,-15.65598243,-15.65598243
1982,1,9,-4.172643081,-4.172643081,-4.172643081
1982,1,10,-4.067439519,-4.067439519,-4.067439519
1982,1,11,-8.35885644,-8.35885644,-8.35885644
1982,1,12,-12.01404057,-12.01404057,-12.01404057
1982,1,13,-20.47522939,-20.47522939,-20.47522939
1982,1,14,-25.24661465,-25.24661465,-25.24661465
1982,1,15,-24.0742269,-24.0742269,-24.0742269
1982,1,16,-21.86034553,-21.86034553,-21.86034553
1982,1,17,-16.07529747,-16.07529747,-16.07529747
1982,1,18,-6.420360219,-6.420360219,-6.420360219
1982,1,19,-8.038164158,-8.038164158,-8.038164158
1982,1,20,-10.9485108,-10.9485108,-10.9485108
1982,1,21,-15.18662708,-15.18662708,-15.18662708
1982,1,22,-23.7322816,-23.7322816,-23.7322816
1982,1,23,-28.39599755,-28.39599755,-28.39599755
1982,1,24,-25.46104724,-25.46104724,-25.46104724
1982,1,25,-11.55966118,-11.55966118,-11.55966118
1982,1,26,-13.41493089,-13.41493089,-13.41493089
1982,1,27,-19.17371615,-19.17371615,-19.17371615
1982,1,28,-20.42428488,-20.42428488,-20.42428488
1982,1,29,-14.21314047,-14.21314047,-14.21314047
1982,1,30,-17.34365085,-17.34365085,-17.34365085
1982,1,31,-23.64833811,-23.64833811,-23.64833811
1982,2,1,-26.2579921,-26.2579921,-26.2579921
1982,2,2,-23.39364069,-23.39364069,-23.39364069
1982,2,3,-22.90137859,-22.90137859,-22.90137859
1982,2,4,-28.45938818,-28.45938818,-28.45938818
1982,2,5,-32.80703606,-32.80703606,-32.80703606
1982,2,6,-30.38586418,-30.38586418,-30.38586418
1982,2,7,-28.75013148,-28.75013148,-28.75013148
1982,2,8,-26.12020146,-26.12020146,-26.12020146
1982,2,9,-27.6585111,-27.6585111,-27.6585111
1982,2,10,-27.5464148,-27.5464148,-27.5464148
1982,2,11,-25.96661188,-25.96661188,-25.96661188
1982,2,12,-27.1801446,-27.1801446,-27.1801446
1982,2,13,-28.17557717,-28.17557717,-28.17557717
1982,2,14,-27.84515954,-27.84515954,-27.84515954
1982,2,15,-28.44294581,-28.44294581,-28.44294581
1982,2,16,-24.27465948,-24.27465948,-24.27465948
1982,2,17,-26.77049532,-26.77049532,-26.77049532
1982,2,18,-29.222614,-29.222614,-29.222614
1982,2,19,-26.72942821,-26.72942821,-26.72942821
1982,2,20,-21.31264665,-21.31264665,-21.31264665
1982,2,21,-24.52182802,-24.52182802,-24.52182802
1982,2,22,-21.64755013,-21.64755013,-21.64755013
1982,2,23,-13.55070731,-13.55070731,-13.55070731
1982,2,24,-12.10519829,-12.10519829,-12.10519829
1982,2,25,-14.9703602,-14.9703602,-14.9703602
1982,2,26,-15.19062165,-15.19062165,-15.19062165
1982,2,27,-17.59969537,-17.59969537,-17.59969537
1982,2,28,-22.0611883,-22.0611883,-22.0611883
1982,3,1,-24.7573448,-24.7573448,-24.7573448
1982,3,2,-21.48108301,-21.48108301,-21.48108301
1982,3,3,-19.88585123,-19.88585123,-19.88585123
1982,3,4,-23.59280031,-23.59280031,-23.59280031
1982,3,5,-21.02524768,-21.02524768,-21.02524768
1982,3,6,-20.80353624,-20.80353624,-20.80353624
1982,3,7,-23.34659186,-23.34659186,-23.34659186
1982,3,8,-25.11755188,-25.11755188,-25.11755188
1982,3,9,-27.57864537,-27.57864537,-27.57864537
1982,3,10,-24.49257176,-24.49257176,-24.49257176
1982,3,11,-18.66617649,-18.66617649,-18.66617649
1982,3,12,-16.85293992,-16.85293992,-16.85293992
1982,3,13,-18.95243355,-18.95243355,-18.95243355
1982,3,14,-12.68202013,-12.68202013,-12.68202013
1982,3,15,-9.441923403,-9.441923403,-9.441923403
1982,3,16,-10.54860181,-10.54860181,-10.54860181
1982,3,17,-5.917562009,-5.917562009,-5.917562009
1982,3,18,-13.10633312,-13.10633312,-13.10633312
1982,3,19,-21.02024548,-21.02024548,-21.02024548
1982,3,20,-22.36858391,-22.36858391,-22.36858391
1982,3,21,-22.98769423,-22.98769423,-22.98769423
1982,3,22,-19.81495043,-19.81495043,-19.81495043
1982,3,23,-16.75476456,-16.75476456,-16.75476456
1982,3,24,-17.6317067,-17.6317067,-17.6317067
1982,3,25,-14.06506802,-14.06506802,-14.06506802
1982,3,26,-17.76971129,-17.76971129,-17.76971129
1982,3,27,-18.71693039,-18.71693039,-18.71693039
1982,3,28,-17.46329225,-17.46329225,-17.46329225
1982,3,29,-16.13376691,-16.13376691,-16.13376691
1982,3,30,-18.13154164,-18.13154164,-18.13154164
1982,3,31,-11.8426932,-11.8426932,-11.8426932
1982,4,1,-3.888417602,-3.888417602,-3.888417602
1982,4,2,-4.919792814,-4.919792814,-4.919792814
1982,4,3,-18.71469721,-18.71469721,-18.71469721
1982,4,4,-19.72882007,-19.72882007,-19.72882007
1982,4,5,-10.54960048,-10.54960048,-10.54960048
1982,4,6,-6.524070972,-6.524070972,-6.524070972
1982,4,7,-8.075639795,-8.075639795,-8.075639795
1982,4,8,-8.127094113,-8.127094113,-8.127094113
1982,4,9,-1.496706881,-1.496706881,-1.496706881
1982,4,10,-2.104114691,-2.104114691,-2.104114691
1982,4,11,-2.413381279,-2.413381279,-2.413381279
1982,4,12,-8.927415045,-8.927415045,-8.927415045
1982,4,13,-14.43907622,-14.43907622,-14.43907622
1982,4,14,-12.63270519,-12.63270519,-12.63270519
1982,4,15,-14.57212576,-14.57212576,-14.57212576
1982,4,16,-16.08681231,-16.08681231,-16.08681231
1982,4,17,-17.67543187,-17.67543187,-17.67543187
1982,4,18,-17.58798169,-17.58798169,-17.58798169
1982,4,19,-15.14754091,-15.14754091,-15.14754091
1982,4,20,-14.08610072,-14.08610072,-14.08610072
1982,4,21,-13.76629614,-13.76629614,-13.76629614
1982,4,22,-14.16249797,-14.16249797,-14.16249797
1982,4,23,-11.23894614,-11.23894614,-11.23894614
1982,4,24,-9.511995526,-9.511995526,-9.511995526
1982,4,25,-12.25788925,-12.25788925,-12.25788925
1982,4,26,-10.47426067,-10.47426067,-10.47426067
1982,4,27,-12.57674589,-12.57674589,-12.57674589
1982,4,28,-11.91135014,-11.91135014,-11.91135014
1982,4,29,-11.83734495,-11.83734495,-11.83734495
1982,4,30,-3.741649663,-3.741649663,-3.741649663
1982,5,1,-4.617357074,-4.617357074,-4.617357074
1982,5,2,-2.409988409,-2.409988409,-2.409988409
1982,5,3,-0.753356244,-0.753356244,-0.753356244
1982,5,4,0.573603801,0.573603801,0.573603801
1982,5,5,0.203949858,0.203949858,0.203949858
1982,5,6,-1.164736405,-1.164736405,-1.164736405
1982,5,7,-1.468620155,-1.468620155,-1.468620155
1982,5,8,4.105510591,4.105510591,4.105510591
1982,5,9,1.781822361,1.781822361,1.781822361
1982,5,10,-3.109713761,-3.109713761,-3.109713761
1982,5,11,-4.429793242,-4.429793242,-4.429793242
1982,5,12,-0.796513984,-0.796513984,-0.796513984
1982,5,13,1.954504806,1.954504806,1.954504806
1982,5,14,2.317971718,2.317971718,2.317971718
1982,5,15,3.802915295,3.802915295,3.802915295
1982,5,16,1.91700134,1.91700134,1.91700134
1982,5,17,-2.777664908,-2.777664908,-2.777664908
1982,5,18,-3.611536876,-3.611536876,-3.611536876
1982,5,19,-3.27132625,-3.27132625,-3.27132625
1982,5,20,-3.870577208,-3.870577208,-3.870577208
1982,5,21,-6.272904418,-6.272904418,-6.272904418
1982,5,22,-5.739978413,-5.739978413,-5.739978413
1982,5,23,-2.889587984,-2.889587984,-2.889587984
1982,5,24,-4.40332321,-4.40332321,-4.40332321
1982,5,25,-5.882371826,-5.882371826,-5.882371826
1982,5,26,-3.744238443,-3.744238443,-3.744238443
1982,5,27,-2.153372149,-2.153372149,-2.153372149
1982,5,28,-2.067430337,-2.067430337,-2.067430337
1982,5,29,-2.641572683,-2.641572683,-2.641572683
1982,5,30,-1.707524377,-1.707524377,-1.707524377
